"X","listing_id","host_id","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","capped_price","capped_minimum_nights","afinnsentiment","bingsentiment","nrcsentiment","ave_sentiment"
205,779670,4111007,"Rosedale-Moore Park",43.67687,-79.38436,"Entire home/apt",401,14,1,"2019-05-10",0.08,1,350,14,21,9,4,0.625987169129166
206,783079,2139510,"Junction Area",43.67374,-79.46945,"Private room",49,3,13,"2015-02-12",0.15,1,49,3,63,27,35,0.281819643721568
207,783951,588352,"Waterfront Communities-The Island",43.64289,-79.39922,"Entire home/apt",129,30,13,"2019-10-16",0.15,1,129,30,91,41,41,0.414646141458488
208,787074,258360,"Junction Area",43.666,-79.46477,"Entire home/apt",114,360,61,"2018-08-07",0.68,2,114,70,559,280,230,0.370223087397233
209,788710,844281,"High Park-Swansea",43.64503,-79.45254,"Entire home/apt",80,14,2,"2020-04-14",0.02,1,80,14,12,7,5,0.446247209788394
210,789266,3921786,"Junction Area",43.66528,-79.47276,"Entire home/apt",125,2,69,"2020-02-17",2.41,1,125,2,443,231,194,0.392166665956727
211,790590,1919294,"Waterfront Communities-The Island",43.64091,-79.39595,"Entire home/apt",149,10,13,"2018-05-22",0.16,84,149,10,71,44,51,0.392066959879383
212,790887,2056128,"Bay Street Corridor",43.66455,-79.38533,"Private room",84,1,217,"2020-03-12",2.59,2,84,1,1379,685,493,0.44502733186327
213,791012,4167411,"Waterfront Communities-The Island",43.64071,-79.39318,"Entire home/apt",129,2,4,"2015-08-16",0.07,1,129,2,23,9,18,0.285183213668511
214,791485,4169949,"Blake-Jones",43.67421,-79.3418,"Private room",63,1,75,"2019-10-21",1.2,1,63,1,539,268,285,0.388281374742889
215,794506,4186011,"Waterfront Communities-The Island",43.63989,-79.39035,"Entire home/apt",150,3,36,"2019-09-16",0.49,1,150,3,242,125,118,0.336718631530179
216,796501,4195876,"Casa Loma",43.68249,-79.4046,"Private room",169,1,90,"2020-01-01",1.11,2,169,1,850,423,390,0.413407871185454
217,802868,4225331,"Regent Park",43.65926,-79.36202,"Entire home/apt",98,5,30,"2019-07-14",0.34,1,98,5,199,106,111,0.35789065805757
218,812922,3431521,"Roncesvalles",43.64142,-79.43952,"Private room",45,2,52,"2017-11-04",0.62,2,45,2,462,237,217,0.455046431344554
219,815663,1301725,"Waterfront Communities-The Island",43.64633,-79.39261,"Entire home/apt",141,3,37,"2020-01-01",0.46,2,141,3,158,90,80,0.302166457816058
220,818228,4297691,"Dovercourt-Wallace Emerson-Junction",43.65854,-79.44323,"Private room",45,1,322,"2020-03-15",3.92,3,45,1,2024,990,762,0.437622261317477
221,819957,4306694,"Dovercourt-Wallace Emerson-Junction",43.66744,-79.42984,"Private room",70,3,6,"2019-07-15",0.07,1,70,3,62,31,31,0.465995207436281
222,819981,4306837,"Dufferin Grove",43.65217,-79.43591,"Entire home/apt",45,1,25,"2018-09-09",0.71,1,45,1,109,64,51,0.445450849281646
223,820177,149566,"Palmerston-Little Italy",43.65696,-79.42003,"Entire home/apt",89,2,35,"2020-04-14",0.39,2,89,2,273,139,157,0.346411286667141
224,822085,4316883,"Rosedale-Moore Park",43.68885,-79.37839,"Entire home/apt",1040,3,7,"2019-08-05",0.12,1,350,3,18,14,9,0.428620542673873
226,826801,4336212,"Niagara",43.63528,-79.40189,"Private room",96,7,20,"2020-02-22",0.56,2,96,7,160,64,61,0.338522251682088
228,829737,349619,"Regent Park",43.66101,-79.36323,"Entire home/apt",84,4,5,"2019-08-01",0.15,4,84,4,9,4,2,0.313772042546513
229,832458,4357559,"Palmerston-Little Italy",43.65474,-79.42532,"Entire home/apt",90,3,163,"2020-01-05",1.82,1,90,3,1170,648,539,0.404558376192317
230,833588,4361863,"Annex",43.67034,-79.39203,"Entire home/apt",98,28,6,"2019-11-09",0.07,1,98,28,36,23,26,0.40792827638033
231,834150,3491443,"Little Portugal",43.65132,-79.43274,"Private room",45,2,34,"2018-05-12",0.38,2,45,2,236,112,108,0.430494987320894
232,835116,2019357,"South Riverdale",43.66336,-79.34374,"Entire home/apt",110,1,22,"2015-09-19",0.25,1,110,1,123,73,79,0.322471402200799
233,840235,4073298,"High Park-Swansea",43.6483,-79.47659,"Entire home/apt",67,1,161,"2020-04-27",2.67,1,67,1,1127,628,459,0.429065331008721
236,843521,4403844,"Forest Hill South",43.68911,-79.41412,"Entire home/apt",135,2,108,"2019-01-12",1.32,1,135,2,725,393,367,0.38528404058782
237,849500,4435131,"Moss Park",43.65243,-79.36779,"Private room",79,5,135,"2020-03-04",1.54,1,79,5,1065,543,418,0.412777312284276
238,850109,65479,"Pleasant View",43.78025,-79.32878,"Private room",35,1,11,"2019-10-31",0.14,8,35,1,89,50,54,0.479152996089241
239,850246,65479,"Pleasant View",43.7797,-79.32882,"Private room",25,7,5,"2017-05-17",0.06,8,25,7,30,18,22,0.351338319236682
240,855991,4477219,"Church-Yonge Corridor",43.65301,-79.37899,"Entire home/apt",160,28,8,"2019-08-11",0.12,4,160,28,24,17,6,0.490342434787292
241,864006,3491443,"Little Portugal",43.65188,-79.4324,"Entire home/apt",98,3,121,"2019-11-11",1.4,2,98,3,673,324,306,0.338797203797803
242,864104,4451791,"Palmerston-Little Italy",43.65806,-79.42713,"Private room",108,7,13,"2019-10-31",0.16,3,108,7,132,69,75,0.441428774918971
243,864193,4534248,"Newtonbrook West",43.78345,-79.44525,"Private room",124,1,20,"2020-02-29",1.95,1,124,1,122,48,59,0.403001420239835
244,864479,4536555,"Broadview North",43.68564,-79.3579,"Entire home/apt",128,5,4,"2016-03-23",0.05,1,128,5,12,5,5,0.423348525576626
245,872128,4599751,"Niagara",43.6381,-79.41828,"Entire home/apt",149,365,180,"2016-07-16",2.07,2,149,70,1033,593,566,0.416899039861194
246,880158,4575743,"Woodbine Corridor",43.66838,-79.31301,"Entire home/apt",160,2,1,"2016-07-25",0.02,1,160,2,8,4,4,0.216862814953759
247,883109,4517569,"Playter Estates-Danforth",43.68241,-79.3525,"Entire home/apt",299,3,6,"2017-09-03",0.07,1,350,3,51,28,19,0.318838968949594
248,890149,2377994,"Dovercourt-Wallace Emerson-Junction",43.66342,-79.42836,"Entire home/apt",200,5,10,"2018-08-04",0.12,1,200,5,61,27,18,0.363710546008151
249,892352,4448135,"Kensington-Chinatown",43.65043,-79.39693,"Entire home/apt",1000,2,237,"2020-02-27",2.93,1,350,2,1625,808,717,0.404619805412441
250,908807,4871479,"Playter Estates-Danforth",43.67773,-79.36127,"Entire home/apt",164,1,68,"2019-09-27",0.77,1,164,1,431,232,201,0.383451158763808
251,918623,4933919,"Blake-Jones",43.67514,-79.34263,"Private room",41,28,77,"2020-03-21",0.89,1,41,28,757,371,359,0.422501106574667
252,921746,2518768,"South Parkdale",43.63807,-79.44431,"Private room",51,5,20,"2019-07-30",0.23,2,51,5,109,48,47,0.323563961715977
253,925491,4232814,"Waterfront Communities-The Island",43.64352,-79.38145,"Entire home/apt",98,30,685,"2020-03-20",7.78,2,98,30,3463,1766,1580,0.39009197604453
254,927129,4988876,"Blake-Jones",43.67058,-79.34093,"Entire home/apt",90,3,50,"2019-12-01",0.57,1,90,3,405,214,213,0.379479503578365
255,934523,187320,"Waterfront Communities-The Island",43.64248,-79.38133,"Entire home/apt",129,29,15,"2020-03-18",0.29,13,129,29,83,32,40,0.335421524940588
256,940553,1631066,"Casa Loma",43.67681,-79.411,"Entire home/apt",183,4,29,"2017-09-12",0.34,2,183,4,361,193,180,0.410631209232396
257,941071,5086802,"Greenwood-Coxwell",43.6828,-79.32503,"Entire home/apt",269,3,7,"2019-08-03",0.09,1,269,3,55,26,36,0.524546847179928
258,950053,5153529,"Regent Park",43.65747,-79.35645,"Entire home/apt",160,183,10,"2016-03-02",0.12,2,160,70,81,46,26,0.323910198484072
259,954475,1854872,"Flemingdon Park",43.72107,-79.33604,"Private room",39,2,28,"2019-09-14",0.32,4,39,2,101,62,67,0.421849261845422
260,954935,5186386,"South Riverdale",43.66491,-79.3355,"Entire home/apt",89,30,23,"2019-10-05",0.27,1,89,30,165,49,81,0.254200323123188
261,955073,4477219,"Church-Yonge Corridor",43.65435,-79.37952,"Entire home/apt",170,28,10,"2019-08-11",0.33,4,170,28,31,19,20,0.302339750161966
262,955446,3272927,"Waterfront Communities-The Island",43.64585,-79.39164,"Entire home/apt",80,1,66,"2020-04-24",0.78,2,80,1,345,181,176,0.325105361605539
263,956250,5066966,"Dufferin Grove",43.65356,-79.43441,"Entire home/apt",380,3,4,"2018-03-16",0.05,1,350,3,21,12,12,0.367087231558405
264,958586,1919294,"Waterfront Communities-The Island",43.64071,-79.39706,"Entire home/apt",188,5,8,"2017-03-31",0.1,84,188,5,27,15,25,0.296401529398842
265,959676,5214021,"Church-Yonge Corridor",43.66445,-79.37991,"Entire home/apt",141,4,29,"2015-09-28",0.35,2,141,4,232,125,120,0.396482949063032
266,960627,2929374,"Waterfront Communities-The Island",43.64651,-79.39433,"Private room",65,1,39,"2019-10-30",0.45,2,65,1,214,104,83,0.396149248539492
267,961974,1805882,"Waterfront Communities-The Island",43.64465,-79.3898,"Entire home/apt",295,30,7,"2019-01-06",0.1,4,350,30,42,21,14,0.429111016980776
268,977495,5348675,"Playter Estates-Danforth",43.67985,-79.36058,"Entire home/apt",84,14,8,"2018-08-04",0.1,1,84,14,92,45,41,0.391049434455173
269,985003,2396097,"South Riverdale",43.66699,-79.33757,"Entire home/apt",72,7,72,"2020-04-09",0.86,2,72,7,474,239,195,0.385491093550706
270,985072,1019538,"Little Portugal",43.64587,-79.43386,"Entire home/apt",80,1,162,"2020-03-15",1.88,2,80,1,680,408,327,0.381644842344368
271,985498,5407081,"Waterfront Communities-The Island",43.64421,-79.39108,"Entire home/apt",91,2,237,"2020-03-20",2.75,2,91,2,1417,752,731,0.43628518468723
272,985648,5242437,"Dufferin Grove",43.6513,-79.43749,"Private room",100,1,1,"2013-09-05",0.01,1,100,1,3,2,1,0.136797400204434
273,987647,3258547,"Rosedale-Moore Park",43.68509,-79.38388,"Entire home/apt",135,3,15,"2017-07-19",0.18,1,135,3,143,72,60,0.433646196848867
274,990322,377962,"Humewood-Cedarvale",43.68363,-79.42522,"Entire home/apt",98,30,24,"2020-02-02",0.34,2,98,30,184,74,65,0.313568770341577
275,992783,1718194,"Waterfront Communities-The Island",43.6453,-79.39092,"Hotel room",159,4,39,"2020-03-08",0.45,35,159,4,154,75,96,0.278006063033259
276,994251,2036943,"Kensington-Chinatown",43.65429,-79.40071,"Private room",60,2,11,"2018-08-12",0.13,1,60,2,101,51,48,0.383868395097523
277,996139,5472668,"Mimico (includes Humber Bay Shores)",43.62641,-79.47662,"Entire home/apt",201,25,15,"2018-03-26",0.17,1,201,25,65,39,50,0.293099162900897
278,1001438,3131000,"Trinity-Bellwoods",43.64822,-79.40732,"Private room",60,3,140,"2020-03-21",1.66,1,60,3,1455,664,619,0.446801438441782
279,1003798,5520616,"Banbury-Don Mills",43.7264,-79.3268,"Private room",51,7,8,"2019-09-07",0.29,1,51,7,40,21,15,0.484565123185329
280,1009656,5554523,"Dovercourt-Wallace Emerson-Junction",43.66723,-79.43208,"Entire home/apt",125,28,171,"2019-04-13",2,1,125,28,1273,628,618,0.39956418990835
281,1012527,5518435,"Niagara",43.64601,-79.40979,"Entire home/apt",562,3,6,"2019-11-09",0.14,1,350,3,30,14,12,0.328403066687541
282,1015594,4202607,"Annex",43.66951,-79.41674,"Entire home/apt",60,3,25,"2019-05-20",0.29,1,60,3,103,60,39,0.389309317699724
283,1016125,5591756,"Trinity-Bellwoods",43.65352,-79.41543,"Private room",75,1,101,"2019-12-26",1.2,1,75,1,955,441,370,0.411859007019869
284,1019166,1919294,"Waterfront Communities-The Island",43.642,-79.39623,"Entire home/apt",169,5,10,"2019-05-25",0.12,84,169,5,17,17,20,0.338626099330152
286,1022764,5630548,"Mount Pleasant East",43.70676,-79.3819,"Entire home/apt",457,7,17,"2019-07-26",0.21,1,350,7,95,49,41,0.401773354525375
287,1026693,1919294,"Niagara",43.6386,-79.41682,"Entire home/apt",149,5,12,"2020-01-26",0.16,84,149,5,41,23,17,0.360488879100862
288,1030061,1984757,"Waterfront Communities-The Island",43.64441,-79.39311,"Entire home/apt",115,90,20,"2018-09-02",0.44,1,115,70,105,57,59,0.287396164141733
289,1033151,377846,"East End-Danforth",43.68142,-79.30519,"Entire home/apt",65,3,36,"2020-01-13",0.43,10,65,3,209,125,123,0.384230034736094
290,1036076,4468895,"Willowdale East",43.76671,-79.40468,"Entire home/apt",89,24,23,"2020-03-06",0.34,1,89,24,133,65,61,0.327585279363058
291,1037034,5709010,"Dovercourt-Wallace Emerson-Junction",43.66542,-79.42109,"Entire home/apt",250,3,58,"2020-01-09",0.69,1,250,3,414,211,233,0.381674994272559
292,1038085,5713708,"Humewood-Cedarvale",43.68447,-79.4232,"Private room",70,1,165,"2020-03-13",2.1,1,70,1,1100,598,573,0.428743396762212
293,1038285,876036,"Niagara",43.63401,-79.41465,"Entire home/apt",150,15,16,"2018-09-04",0.19,1,150,15,110,66,61,0.34598731688041
294,1042311,5736902,"South Riverdale",43.66823,-79.33875,"Entire home/apt",119,4,27,"2020-03-31",0.34,1,119,4,221,112,109,0.407017954909541
295,1043324,1718194,"Waterfront Communities-The Island",43.64422,-79.3897,"Entire home/apt",141,7,76,"2020-03-07",0.89,35,141,7,381,206,208,0.31984246678535
296,1053365,65479,"Pleasant View",43.77958,-79.32842,"Private room",42,7,2,"2014-05-13",0.02,8,42,7,17,10,7,0.371679834960845
297,1053817,113345,"Waterfront Communities-The Island",43.64807,-79.37417,"Entire home/apt",200,55,79,"2019-09-10",0.94,5,200,55,502,226,207,0.349936610356729
298,1053838,2741400,"Palmerston-Little Italy",43.65521,-79.41654,"Private room",45,1,152,"2019-12-22",1.81,5,45,1,912,465,399,0.430645261426159
299,1057144,265033,"Dufferin Grove",43.65803,-79.43175,"Entire home/apt",135,5,6,"2016-10-28",0.08,1,135,5,65,34,43,0.314277107079297
300,1058442,1805882,"Church-Yonge Corridor",43.65234,-79.37901,"Entire home/apt",299,7,2,"2018-07-31",0.03,4,350,7,12,4,2,0.279609061728744
303,1066060,1618054,"Woodbine Corridor",43.668,-79.31431,"Entire home/apt",215,14,1,"2019-08-31",0.12,1,215,14,9,4,4,0.29659062177098
304,1066205,4010527,"Moss Park",43.65543,-79.37106,"Entire home/apt",190,28,22,"2019-09-10",0.49,5,190,28,183,106,92,0.436768073466904
305,1066718,5867364,"Niagara",43.64248,-79.4053,"Entire home/apt",84,2,462,"2020-03-15",5.41,1,84,2,3889,1990,1814,0.411645631428777
307,1090758,1919294,"Bayview Village",43.76845,-79.38029,"Entire home/apt",149,10,5,"2020-02-15",0.09,84,149,10,16,7,16,0.447744211200863
309,1092407,377846,"East End-Danforth",43.68157,-79.30515,"Entire home/apt",75,4,31,"2020-02-10",0.37,10,75,4,215,125,102,0.386341669974834
310,1094362,4315269,"Oakwood Village",43.68305,-79.43522,"Entire home/apt",80,30,117,"2018-08-31",1.7,2,80,30,641,342,275,0.379085562488444
311,1100282,2367548,"Dovercourt-Wallace Emerson-Junction",43.66419,-79.42354,"Entire home/apt",89,2,214,"2020-03-16",2.56,1,89,2,1260,721,747,0.448618852688067
312,1101055,6048680,"Little Portugal",43.65091,-79.43511,"Private room",70,2,36,"2019-10-07",0.43,6,70,2,195,92,65,0.369840072288817
313,1110760,377846,"East End-Danforth",43.68226,-79.30685,"Entire home/apt",69,4,25,"2020-04-09",0.3,10,69,4,130,81,68,0.42375396367223
314,1124771,6169927,"Palmerston-Little Italy",43.65801,-79.41931,"Entire home/apt",90,28,164,"2020-01-03",1.93,1,90,28,1155,614,516,0.381714044446697
315,1134877,6225610,"Annex",43.67227,-79.4145,"Private room",141,1,6,"2016-09-05",0.07,2,141,1,71,34,42,0.453749508055637
316,1142246,6264339,"Niagara",43.63662,-79.40539,"Entire home/apt",101,3,2,"2019-05-10",0.05,2,101,3,2,1,0,0.485156572950947
317,1144283,6175788,"Danforth East York",43.68961,-79.33502,"Private room",51,2,24,"2019-11-30",0.29,1,51,2,180,79,59,0.410186868061852
318,1145641,4966594,"Palmerston-Little Italy",43.66146,-79.40985,"Private room",55,20,15,"2019-08-01",0.18,1,55,20,77,35,33,0.267923794615948
319,1150719,6306986,"South Riverdale",43.65695,-79.34762,"Entire home/apt",115,2,35,"2019-09-22",0.41,1,115,2,242,126,140,0.350052238024041
321,1156413,1590126,"Roncesvalles",43.64367,-79.44319,"Entire home/apt",245,2,27,"2018-07-11",0.32,2,245,2,185,84,82,0.373886979431417
322,1161888,1478241,"Niagara",43.63301,-79.41741,"Entire home/apt",103,3,97,"2019-08-14",1.36,1,103,3,723,350,323,0.406400901364624
323,1162890,6369663,"Dovercourt-Wallace Emerson-Junction",43.67153,-79.43931,"Entire home/apt",75,2,286,"2020-03-23",3.39,1,75,2,2170,1126,950,0.40026801335557
324,1163516,5175157,"Annex",43.67347,-79.40323,"Private room",72,28,3,"2016-07-31",0.04,2,72,28,34,12,13,0.380792374509776
325,1163664,5942147,"North Riverdale",43.67635,-79.35515,"Entire home/apt",100,2,4,"2015-08-05",0.06,1,100,2,26,8,2,0.312287802194049
326,1165585,1508497,"The Beaches",43.67329,-79.28268,"Entire home/apt",228,14,34,"2014-10-11",0.4,1,228,14,388,176,178,0.357201782320744
328,1170889,6410636,"Palmerston-Little Italy",43.65728,-79.42626,"Private room",98,3,15,"2019-12-22",0.18,1,98,3,198,110,109,0.367125658431842
329,1173944,1410677,"Little Portugal",43.64866,-79.42446,"Entire home/apt",119,5,26,"2019-08-31",0.31,3,119,5,295,139,129,0.438806309618592
330,1174138,1410677,"Little Portugal",43.6489,-79.42545,"Entire home/apt",100,5,35,"2020-02-15",0.46,3,100,5,283,145,138,0.40928688728765
331,1177149,946529,"Regent Park",43.66017,-79.36395,"Entire home/apt",110,7,33,"2019-10-09",0.47,2,110,7,255,127,155,0.353428298017639
332,1179469,569339,"Kensington-Chinatown",43.65466,-79.40343,"Private room",169,1,68,"2019-09-02",0.82,4,169,1,448,211,210,0.403390141060574
333,1179509,569339,"Kensington-Chinatown",43.65408,-79.40216,"Private room",96,1,98,"2019-12-11",1.17,4,96,1,877,426,390,0.421498377794383
334,1180678,1919294,"Newtonbrook West",43.77994,-79.41936,"Entire home/apt",169,30,1,"2014-09-10",0.01,84,169,30,5,3,2,0.396071320689559
335,1186655,6488491,"South Riverdale",43.66434,-79.34093,"Entire home/apt",180,3,15,"2016-07-30",0.18,1,180,3,158,94,81,0.38089585923474
336,1194561,6527771,"South Riverdale",43.66305,-79.33233,"Private room",46,3,27,"2019-11-30",0.33,2,46,3,213,99,97,0.426380137724985
337,1194984,6530148,"Roncesvalles",43.64546,-79.44156,"Private room",65,2,24,"2017-08-26",0.29,1,65,2,199,110,102,0.372464641718702
338,1196880,6539250,"Niagara",43.64211,-79.41044,"Entire home/apt",96,7,11,"2019-04-25",0.19,1,96,7,116,55,60,0.39200959061041
339,1202734,2929374,"Kensington-Chinatown",43.65623,-79.3986,"Entire home/apt",80,1,395,"2020-01-31",4.69,2,80,1,1781,894,883,0.338669389830062
340,1206312,4009559,"Lawrence Park South",43.72247,-79.40353,"Private room",70,3,30,"2019-09-18",0.37,1,70,3,291,144,118,0.431089846651199
341,1208424,6599232,"Dovercourt-Wallace Emerson-Junction",43.67089,-79.42165,"Entire home/apt",239,4,5,"2019-07-31",0.07,2,239,4,32,15,12,0.310532449565446
342,1209935,6607550,"Cabbagetown-South St.James Town",43.66514,-79.36964,"Entire home/apt",186,3,18,"2019-08-06",0.26,1,186,3,135,60,64,0.419616553385434
343,1214144,6627847,"Church-Yonge Corridor",43.66483,-79.38388,"Private room",100,1,137,"2020-04-01",1.68,1,100,1,1153,553,484,0.427566920080149
344,1214297,3604846,"High Park-Swansea",43.65351,-79.45461,"Entire home/apt",205,180,20,"2019-06-20",0.26,5,205,70,119,70,80,0.341010623128789
345,1219457,6652723,"Niagara",43.63673,-79.40567,"Entire home/apt",125,2,3,"2019-08-31",0.27,1,125,2,10,4,6,0.16033391057768
346,1221275,785826,"Waterfront Communities-The Island",43.64258,-79.38157,"Entire home/apt",135,30,3,"2015-12-06",0.04,38,135,30,19,11,3,0.427663437321658
347,1222291,6596909,"Palmerston-Little Italy",43.66075,-79.41275,"Entire home/apt",150,7,1,"2015-08-10",0.02,1,150,7,-1,2,1,0.234461197187826
348,1236305,6739062,"Rosedale-Moore Park",43.6715,-79.38517,"Entire home/apt",150,1,3,"2016-08-01",0.05,3,150,1,17,9,8,0.462992779351041
349,1242683,6773217,"Little Portugal",43.64815,-79.43502,"Entire home/apt",174,3,28,"2019-08-18",0.48,1,174,3,215,114,125,0.413255540143942
350,1243421,1919294,"Waterfront Communities-The Island",43.64091,-79.39595,"Entire home/apt",200,28,18,"2019-07-16",0.22,84,200,28,58,37,34,0.415086900903346
352,1254468,3406595,"Trinity-Bellwoods",43.64781,-79.41748,"Entire home/apt",111,3,82,"2020-03-19",1.41,2,111,3,596,324,265,0.380722787074412
354,1269925,6911938,"Parkwoods-Donalda",43.75561,-79.33477,"Entire home/apt",245,2,5,"2019-09-03",0.07,2,245,2,49,28,26,0.410444311045545
355,1270535,6744529,"Playter Estates-Danforth",43.67803,-79.36119,"Entire home/apt",66,1,16,"2020-01-05",0.29,3,66,1,136,69,61,0.353673961678311
356,1278395,1919294,"Waterfront Communities-The Island",43.63854,-79.39765,"Entire home/apt",169,5,9,"2020-03-29",0.13,84,169,5,65,35,48,0.399785427750084
357,1278781,5591734,"Bay Street Corridor",43.66938,-79.38767,"Entire home/apt",235,5,71,"2019-11-18",1.48,1,235,5,443,237,307,0.419549912180867
358,1279122,2960767,"Humewood-Cedarvale",43.69324,-79.43452,"Entire home/apt",200,7,11,"2017-06-14",0.13,2,200,7,132,69,74,0.4190551484515
