"X","listing_id","host_id","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","capped_price","capped_minimum_nights","afinnsentiment","bingsentiment","nrcsentiment","ave_sentiment"
6565,19071821,2698141,"Waterfront Communities-The Island",43.63936,-79.39495,"Private room",75,1,62,"2018-11-18",1.89,1,75,1,299,176,159,0.363382563087115
6566,19072375,81538105,"Woodbine Corridor",43.67786,-79.31364,"Entire home/apt",140,2,2,"2017-07-27",0.06,2,140,2,18,13,15,0.221187554441355
6567,19081283,133239936,"Church-Yonge Corridor",43.65973,-79.38201,"Entire home/apt",114,2,179,"2020-03-23",5.22,3,114,2,913,514,433,0.382965654456936
6568,19081543,126357841,"Agincourt North",43.8122,-79.28813,"Private room",42,1,56,"2019-12-16",1.58,3,42,1,223,111,76,0.397221389004794
6569,19083211,4032576,"Willowdale East",43.76237,-79.40926,"Entire home/apt",98,30,22,"2019-06-29",0.65,6,98,30,24,19,18,0.23909660363141
6570,19085132,133239936,"Church-Yonge Corridor",43.65994,-79.38202,"Entire home/apt",110,2,197,"2020-03-15",5.61,3,110,2,931,515,432,0.408341925895398
6571,19094099,34002172,"Moss Park",43.65371,-79.36826,"Entire home/apt",209,1,158,"2020-03-21",4.55,2,209,1,1008,498,404,0.417846123944368
6572,19096447,107157336,"Kensington-Chinatown",43.65269,-79.39449,"Private room",39,1,140,"2020-03-16",3.95,7,39,1,441,192,176,0.336771141062524
6573,19099612,133273337,"Waterfront Communities-The Island",43.64436,-79.38841,"Entire home/apt",114,1,11,"2018-02-19",0.37,1,114,1,75,43,25,0.411370072326003
6574,19099702,59492665,"Little Portugal",43.64376,-79.42763,"Entire home/apt",120,1,30,"2017-11-20",0.85,1,120,1,106,56,49,0.40941221628836
6575,19101038,126772106,"Dovercourt-Wallace Emerson-Junction",43.65961,-79.44054,"Entire home/apt",98,2,91,"2020-03-15",2.6,3,98,2,432,234,202,0.361433703310533
6576,19101079,131995492,"Birchcliffe-Cliffside",43.7034,-79.25366,"Private room",61,5,21,"2019-10-15",0.6,1,61,5,75,45,39,0.409335157774907
6577,19101805,1208446,"Kensington-Chinatown",43.65676,-79.40245,"Entire home/apt",150,1,43,"2020-03-15",1.25,1,150,1,289,147,127,0.439389900067795
6578,19102243,132946738,"South Riverdale",43.66492,-79.33014,"Entire home/apt",104,2,101,"2019-11-09",2.85,1,104,2,523,284,205,0.406258626344292
6579,19102389,71884101,"Waterfront Communities-The Island",43.64836,-79.36285,"Entire home/apt",299,28,46,"2020-03-31",1.32,1,350,28,279,157,148,0.342273560192329
6580,19104115,43032368,"Kensington-Chinatown",43.65083,-79.39152,"Entire home/apt",349,3,49,"2019-09-01",1.41,3,350,3,245,126,107,0.435012181528491
6581,19104496,128750567,"Annex",43.67447,-79.38911,"Private room",148,2,8,"2019-11-01",0.25,4,148,2,43,19,24,0.384728300239423
6582,19104939,110986914,"Waterfront Communities-The Island",43.64731,-79.39387,"Entire home/apt",119,3,18,"2019-11-09",0.59,28,119,3,56,31,15,0.320098975520009
6584,19111410,133535461,"Dufferin Grove",43.65575,-79.44348,"Entire home/apt",99,2,3,"2017-07-30",0.09,1,99,2,17,9,8,0.428022052763406
6585,19113525,2534119,"Waterfront Communities-The Island",43.64643,-79.4015,"Private room",110,3,1,"2017-07-21",0.03,1,110,3,0,0,0,0.779422863405995
6586,19113730,128750567,"Annex",43.67653,-79.39034,"Private room",100,2,9,"2019-10-11",0.28,4,100,2,80,35,34,0.423821976074183
6587,19113743,79023512,"Highland Creek",43.78722,-79.17465,"Entire home/apt",295,2,20,"2019-10-20",0.58,1,350,2,63,38,37,0.364317073602307
6588,19121165,44093927,"Danforth East York",43.68727,-79.33762,"Entire home/apt",97,4,78,"2020-01-01",2.25,1,97,4,427,259,224,0.418519182673711
6589,19121539,105605194,"Parkwoods-Donalda",43.76115,-79.34411,"Entire home/apt",560,2,22,"2019-07-28",0.63,9,350,2,110,59,62,0.370051116903868
6590,19121960,47910679,"Westminster-Branson",43.77719,-79.45333,"Entire home/apt",169,1,5,"2017-07-09",0.14,2,169,1,8,5,-1,0.232169962627726
6591,19121965,18451674,"Dovercourt-Wallace Emerson-Junction",43.67147,-79.42195,"Entire home/apt",103,29,27,"2019-10-22",0.78,1,103,29,190,102,104,0.357229101870979
6592,19123070,62443792,"Parkwoods-Donalda",43.76122,-79.31856,"Private room",32,1,9,"2020-04-18",0.48,3,32,1,43,29,25,0.553836303020903
6593,19132633,133720414,"Roncesvalles",43.65197,-79.44907,"Entire home/apt",149,1,2,"2018-01-01",0.06,1,149,1,5,6,6,0.358473339343258
6594,19133071,81978491,"Willowdale East",43.77466,-79.41396,"Entire home/apt",118,1,6,"2017-08-18",0.17,1,118,1,15,6,9,0.433992317730882
6595,19133862,3096598,"Little Portugal",43.65024,-79.43182,"Entire home/apt",75,21,15,"2019-11-20",0.45,2,75,21,76,31,31,0.296091125766531
6596,19134066,59178081,"Waterfront Communities-The Island",43.6389,-79.39827,"Entire home/apt",200,2,171,"2020-04-06",5.11,1,200,2,834,404,348,0.421225748688894
6597,19135742,39759653,"Waterfront Communities-The Island",43.64329,-79.39995,"Entire home/apt",188,30,12,"2020-01-02",0.37,1,188,30,76,46,43,0.360666745904023
6598,19136292,63363999,"Danforth",43.68375,-79.33019,"Entire home/apt",103,2,92,"2020-01-02",2.7,1,103,2,548,262,225,0.412495643376031
6599,19137505,97774171,"University",43.65873,-79.40353,"Entire home/apt",399,1,9,"2018-05-09",0.26,2,350,1,50,29,29,0.324454187982815
6600,19138922,5439140,"Dovercourt-Wallace Emerson-Junction",43.66744,-79.43477,"Private room",51,7,12,"2018-12-02",0.34,1,51,7,111,53,40,0.428312214183642
6601,19140432,4397195,"Palmerston-Little Italy",43.65918,-79.41957,"Entire home/apt",96,2,82,"2019-12-28",2.34,1,96,2,486,254,216,0.404328700208048
6602,19141248,48120665,"Dovercourt-Wallace Emerson-Junction",43.66956,-79.44981,"Private room",44,1,10,"2017-10-01",0.29,1,44,1,58,30,29,0.541049628684687
6603,19141382,67092703,"Waterfront Communities-The Island",43.6444,-79.38914,"Entire home/apt",190,2,39,"2019-02-13",1.12,4,190,2,144,96,127,0.361752710576137
6604,19141623,133810071,"Roncesvalles",43.64691,-79.44609,"Entire home/apt",119,2,79,"2020-02-08",2.24,2,119,2,853,427,425,0.394864308562268
6605,19142506,3027356,"Dufferin Grove",43.65149,-79.43678,"Entire home/apt",135,2,15,"2019-09-22",0.43,1,135,2,82,43,35,0.38014105183299
6606,19144155,97559923,"Corso Italia-Davenport",43.67907,-79.45359,"Entire home/apt",90,5,32,"2020-02-28",0.92,1,90,5,137,81,73,0.406094140762745
6607,19144962,131837648,"Danforth East York",43.6905,-79.34301,"Entire home/apt",98,6,4,"2019-09-12",0.12,1,98,6,25,10,14,0.511777500578143
6608,19153053,9637396,"Moss Park",43.65741,-79.36879,"Private room",79,1,141,"2020-03-06",3.98,2,79,1,796,428,314,0.442116809297764
6609,19153056,543242,"Dovercourt-Wallace Emerson-Junction",43.66609,-79.44496,"Entire home/apt",175,1,7,"2017-10-17",0.2,1,175,1,80,40,33,0.374286407319437
6610,19153784,133735992,"Blake-Jones",43.67972,-79.33372,"Entire home/apt",165,3,9,"2017-09-23",0.26,1,165,3,64,35,36,0.325694342320919
6611,19156242,41741196,"The Beaches",43.6601,-79.32884,"Entire home/apt",401,2,2,"2019-06-09",0.06,5,350,2,8,2,4,0.215183748318819
6612,19156440,8540894,"Bay Street Corridor",43.662,-79.38527,"Entire home/apt",245,1,90,"2020-01-01",2.53,4,245,1,445,250,207,0.434475544497997
6613,19156653,2704043,"Waterfront Communities-The Island",43.64705,-79.39079,"Entire home/apt",119,4,25,"2019-11-17",0.73,1,119,4,137,69,81,0.403540063225969
6614,19156671,133944934,"Yorkdale-Glen Park",43.71683,-79.45291,"Entire home/apt",129,1,90,"2020-02-29",2.6,1,129,1,507,284,246,0.376009980981348
6615,19159242,83611462,"Newtonbrook West",43.79267,-79.43825,"Private room",99,1,23,"2018-09-02",0.66,5,99,1,32,19,21,0.238639900975606
6616,19165009,53886160,"Mimico (includes Humber Bay Shores)",43.62518,-79.48806,"Entire home/apt",120,1,36,"2018-02-10",1.04,1,120,1,187,95,83,0.340776262499618
6617,19170008,134061660,"Waterfront Communities-The Island",43.6447,-79.40083,"Entire home/apt",130,1,127,"2020-01-02",3.66,1,130,1,691,356,281,0.433349777595611
6618,19172301,17620869,"Waterfront Communities-The Island",43.6451,-79.38894,"Entire home/apt",149,2,17,"2017-09-24",0.48,1,149,2,88,45,51,0.44075761317756
6619,19175454,132977563,"Clairlea-Birchmount",43.70875,-79.29134,"Entire home/apt",79,1,70,"2020-01-02",1.98,3,79,1,248,122,137,0.337459001866468
6620,19176660,45141945,"Islington-City Centre West",43.64407,-79.54493,"Private room",38,3,55,"2019-12-10",1.57,2,38,3,211,113,93,0.410575507642358
6622,19179151,134131829,"Kensington-Chinatown",43.65428,-79.39864,"Entire home/apt",155,1,42,"2019-10-16",1.2,2,155,1,227,107,95,0.349252348848802
6623,19180895,121119659,"Waterfront Communities-The Island",43.64085,-79.38299,"Entire home/apt",98,28,59,"2020-04-01",1.67,1,98,28,280,145,141,0.375216358565736
6624,19181742,134165190,"Yorkdale-Glen Park",43.72204,-79.44958,"Private room",72,1,8,"2017-08-07",0.23,2,72,1,53,25,27,0.547744263074998
6625,19190748,101521580,"Moss Park",43.65273,-79.3678,"Entire home/apt",103,1,33,"2019-07-16",0.96,1,103,1,154,80,73,0.43778668796863
6626,19198250,129181892,"Waterfront Communities-The Island",43.6379,-79.3973,"Entire home/apt",120,2,40,"2018-01-21",1.15,1,120,2,217,121,126,0.376790202272351
6627,19202117,134346453,"Waterfront Communities-The Island",43.64904,-79.38792,"Entire home/apt",101,1,315,"2020-03-29",8.89,2,101,1,1095,573,529,0.425383810076147
6628,19208241,48600938,"Annex",43.66994,-79.3997,"Private room",55,5,51,"2019-12-08",1.45,1,55,5,396,178,143,0.381631055780441
6630,19209923,28061804,"Niagara",43.63566,-79.40627,"Entire home/apt",176,2,25,"2018-08-21",0.71,1,176,2,177,65,72,0.269636395353044
6631,19210831,134430148,"Playter Estates-Danforth",43.67909,-79.3554,"Private room",125,1,91,"2020-03-15",2.98,1,125,1,430,242,180,0.476681640309754
6632,19211138,3191069,"Roncesvalles",43.64355,-79.4315,"Entire home/apt",90,5,7,"2019-08-04",0.21,1,90,5,36,21,14,0.469746342717256
6633,19211414,102172796,"Waterfront Communities-The Island",43.64661,-79.37289,"Entire home/apt",200,5,3,"2018-08-10",0.09,1,200,5,15,6,5,0.313626931649918
6634,19212725,1169979,"North Riverdale",43.67386,-79.3463,"Entire home/apt",65,1,4,"2018-05-29",0.11,2,65,1,30,15,10,0.415905997936541
6635,19213154,130808549,"Palmerston-Little Italy",43.66043,-79.42351,"Private room",90,2,52,"2020-03-11",1.47,8,90,2,173,84,111,0.331293062539531
6636,19213374,130808549,"Palmerston-Little Italy",43.65852,-79.42524,"Private room",90,2,86,"2020-04-06",2.48,8,90,2,326,172,160,0.315206673558094
6637,19213481,130808549,"Palmerston-Little Italy",43.65989,-79.42466,"Private room",90,2,48,"2020-01-27",1.36,8,90,2,187,101,104,0.388746613606155
6638,19219556,127378268,"Annex",43.66602,-79.40706,"Shared room",76,1,7,"2019-08-04",0.23,2,76,1,27,14,10,0.395145301980467
6639,19222350,80762832,"Cabbagetown-South St.James Town",43.6628,-79.37623,"Private room",75,1,3,"2017-06-26",0.09,1,75,1,26,13,8,0.46385443806268
6641,19226933,134131829,"Kensington-Chinatown",43.65726,-79.40221,"Entire home/apt",150,5,12,"2020-01-12",0.49,2,150,5,64,31,31,0.468193724614693
6642,19227480,134603102,"Markland Wood",43.62901,-79.57986,"Private room",75,1,10,"2018-09-27",0.29,1,75,1,26,9,7,0.304982124821415
6644,19228931,6073239,"South Parkdale",43.63984,-79.43292,"Entire home/apt",249,2,107,"2020-03-01",3.06,1,249,2,581,301,276,0.368018111588606
6645,19232550,134650297,"Waterfront Communities-The Island",43.64297,-79.38268,"Entire home/apt",180,2,45,"2019-02-14",1.35,1,180,2,176,86,90,0.350895309646547
6646,19235535,134553830,"O'Connor-Parkview",43.71542,-79.30083,"Entire home/apt",164,29,80,"2020-02-23",2.29,2,164,29,284,164,122,0.382975292247996
6647,19238769,69450805,"South Parkdale",43.63617,-79.42692,"Entire home/apt",100,5,27,"2018-10-20",0.77,2,100,5,88,48,45,0.367646669800199
6648,19239587,106206859,"University",43.66438,-79.40336,"Private room",61,1,12,"2017-09-01",0.34,1,61,1,34,20,26,0.419023304580676
6649,19240280,134707989,"Waterfront Communities-The Island",43.64106,-79.39778,"Entire home/apt",129,2,87,"2020-03-04",2.47,2,129,2,374,189,151,0.391061705405633
6650,19240688,86861135,"Islington-City Centre West",43.64698,-79.52869,"Entire home/apt",79,3,9,"2018-10-01",0.26,2,79,3,26,12,7,0.346719300511504
6651,19241527,1599270,"Bathurst Manor",43.75304,-79.455,"Entire home/apt",125,2,24,"2020-03-15",0.73,1,125,2,129,67,57,0.494000364845009
6652,19241807,22813510,"South Parkdale",43.64118,-79.43371,"Private room",51,3,80,"2020-02-19",2.27,1,51,3,576,306,273,0.419023688524408
6653,19242082,134722504,"Don Valley Village",43.77584,-79.34735,"Shared room",18,7,3,"2017-11-14",0.09,3,18,7,1,3,-1,0.325894237661736
6654,19242520,1198630,"Waterfront Communities-The Island",43.6418,-79.38135,"Hotel room",170,15,92,"2020-04-07",2.63,17,170,15,367,153,161,0.338792501015319
6655,19243631,81509285,"Stonegate-Queensway",43.62506,-79.51419,"Entire home/apt",85,5,34,"2019-08-05",0.99,1,85,5,227,113,99,0.426928696366892
6656,19245199,42079658,"Bayview Woods-Steeles",43.78834,-79.38661,"Private room",80,2,21,"2020-03-03",0.61,2,80,2,115,63,41,0.501765338777566
6657,19246993,26114839,"Niagara",43.64211,-79.41678,"Entire home/apt",225,2,76,"2020-01-02",2.19,1,225,2,444,231,212,0.395045373408226
6658,19247811,133243294,"South Riverdale",43.66887,-79.33141,"Private room",46,2,37,"2020-03-01",1.08,1,46,2,210,119,79,0.417921853338263
6659,19248121,97777185,"Willowdale East",43.75972,-79.40994,"Entire home/apt",98,1,12,"2019-12-22",0.36,20,98,1,61,26,22,0.343858166916519
6660,19248324,45557504,"South Riverdale",43.65994,-79.33122,"Private room",68,3,2,"2017-08-26",0.06,2,68,3,2,2,1,0.86087572106361
6661,19250130,134795580,"Willowdale West",43.77139,-79.42629,"Private room",58,1,16,"2018-10-16",0.45,6,58,1,47,26,29,0.280078777550835
6662,19250586,42079658,"Bayview Woods-Steeles",43.78896,-79.38675,"Private room",70,2,14,"2020-01-26",0.4,2,70,2,107,56,48,0.456497883856177
6664,19263322,704879,"Palmerston-Little Italy",43.66162,-79.41622,"Entire home/apt",225,1,7,"2019-09-08",0.2,3,225,1,24,16,5,0.342459213937
6665,19263966,122062284,"Waterfront Communities-The Island",43.64257,-79.3819,"Private room",118,1,54,"2020-03-05",1.59,4,118,1,278,143,133,0.411164736438414
6666,19266497,134908924,"Niagara",43.64371,-79.41023,"Private room",80,5,4,"2017-10-28",0.13,2,80,5,24,14,8,0.595073408702425
6667,19268031,134916257,"The Beaches",43.66797,-79.29353,"Entire home/apt",94,3,12,"2017-10-09",0.34,1,94,3,81,41,29,0.380775247129259
6668,19268227,24802804,"Waterfront Communities-The Island",43.6459,-79.39122,"Entire home/apt",90,1,170,"2020-04-15",5.5,1,90,1,508,241,247,0.367029345666515
6669,19269693,18086625,"Waterfront Communities-The Island",43.64119,-79.39532,"Private room",100,1,5,"2017-08-22",0.15,1,100,1,32,20,22,0.446533478727995
6670,19271421,35683478,"Mimico (includes Humber Bay Shores)",43.61829,-79.50665,"Entire home/apt",139,7,1,"2017-08-08",0.03,3,139,7,6,3,3,0.198277914629702
6671,19272648,7343519,"Annex",43.67514,-79.39975,"Private room",96,14,23,"2020-03-22",0.68,1,96,14,242,127,110,0.497112580355833
6672,19272813,534666,"Willowdale East",43.76086,-79.41058,"Entire home/apt",120,1,11,"2019-04-23",0.31,6,120,1,36,20,17,0.441488179106623
6673,19273506,134966487,"Tam O'Shanter-Sullivan",43.77891,-79.29508,"Private room",110,1,204,"2020-03-11",5.79,1,110,1,570,354,307,0.375116479776507
6674,19274495,36175659,"Annex",43.67093,-79.39422,"Entire home/apt",179,28,151,"2020-03-04",4.28,4,179,28,646,329,205,0.424897364499281
6675,19274621,76665189,"Waterfront Communities-The Island",43.64151,-79.38169,"Entire home/apt",139,5,153,"2020-03-26",4.33,1,139,5,777,386,294,0.401086848797055
6676,19274976,2774774,"Church-Yonge Corridor",43.66091,-79.3777,"Entire home/apt",194,2,12,"2017-09-24",0.34,3,194,2,64,35,29,0.359475790005803
6677,19283033,3063748,"Dufferin Grove",43.65331,-79.43576,"Entire home/apt",426,3,19,"2018-09-30",0.58,1,350,3,240,130,128,0.418401888213362
6678,19287867,16290105,"Waterfront Communities-The Island",43.64862,-79.3925,"Entire home/apt",361,1,73,"2020-03-01",2.66,12,350,1,287,144,128,0.338450607125727
6679,19289186,134788814,"Mount Pleasant West",43.71004,-79.39581,"Entire home/apt",84,2,23,"2020-03-02",0.66,1,84,2,106,56,42,0.416218488990075
6682,19293919,84924020,"Mimico (includes Humber Bay Shores)",43.62497,-79.48624,"Private room",125,1,9,"2017-09-07",0.26,3,125,1,32,17,22,0.261470084349111
6684,19295487,10109628,"Dovercourt-Wallace Emerson-Junction",43.65895,-79.44822,"Entire home/apt",84,2,112,"2019-10-29",3.32,1,84,2,526,316,266,0.385153844964543
6685,19296980,4471409,"Bay Street Corridor",43.65774,-79.38407,"Entire home/apt",115,21,12,"2020-02-08",0.35,1,115,21,58,32,33,0.36327725982993
6686,19297170,1919294,"Willowdale East",43.77966,-79.4146,"Entire home/apt",169,14,3,"2019-07-21",0.15,84,169,14,7,1,5,0.274646088061986
6687,19297568,1919294,"Waterfront Communities-The Island",43.64751,-79.3927,"Entire home/apt",169,10,3,"2018-08-08",0.09,84,169,10,20,8,16,0.173715979756511
6688,19308887,80912184,"Waterfront Communities-The Island",43.64003,-79.39915,"Entire home/apt",159,28,120,"2020-04-08",3.42,17,159,28,319,164,132,0.42822994962034
6689,19311538,135246866,"Oakwood Village",43.68908,-79.44326,"Entire home/apt",110,3,45,"2019-11-04",1.3,1,110,3,252,121,109,0.413605761301876
6690,19311982,10663375,"Trinity-Bellwoods",43.65031,-79.42058,"Entire home/apt",115,7,94,"2020-04-11",3.27,3,115,7,462,237,167,0.354108373808758
6693,19314634,106236435,"Henry Farm",43.77521,-79.34377,"Private room",45,30,14,"2017-08-03",0.4,1,45,30,81,44,34,0.556173674406919
6694,19315382,135281337,"Waterfront Communities-The Island",43.64172,-79.38139,"Entire home/apt",150,1,97,"2018-09-28",2.76,1,150,1,477,235,222,0.353571443593348
6695,19316065,50769016,"Willowdale East",43.78118,-79.39436,"Private room",75,5,2,"2018-08-08",0.09,3,75,5,4,2,4,0.274434879548017
6696,19316355,135291482,"Little Portugal",43.64622,-79.42894,"Entire home/apt",150,2,80,"2020-03-13",2.33,1,150,2,639,334,298,0.412111999338874
6697,19317016,50610533,"Humewood-Cedarvale",43.68391,-79.42729,"Entire home/apt",139,3,180,"2020-03-31",5.11,6,139,3,917,538,428,0.445161320016185
6698,19324623,8533890,"Palmerston-Little Italy",43.65471,-79.42296,"Entire home/apt",100,2,11,"2018-09-11",0.31,2,100,2,42,29,31,0.351127906059569
6699,19326272,50610533,"Humewood-Cedarvale",43.68348,-79.42597,"Entire home/apt",299,4,98,"2020-04-10",2.82,6,350,4,631,325,328,0.414145501179413
6700,19327509,130369389,"Little Portugal",43.64236,-79.42359,"Entire home/apt",141,1,3,"2017-07-13",0.09,1,141,1,5,0,-1,0.158098447758166
6701,19329369,4140598,"Waterfront Communities-The Island",43.64814,-79.36599,"Private room",70,92,15,"2020-01-05",0.43,3,70,70,113,62,66,0.459137255087607
6702,19331992,4670700,"Niagara",43.6401,-79.41253,"Entire home/apt",180,2,42,"2020-01-01",1.24,1,180,2,204,110,97,0.424850254810818
6703,19334547,130808549,"Palmerston-Little Italy",43.66038,-79.42496,"Private room",90,2,52,"2020-04-30",1.49,8,90,2,182,94,84,0.394595769334271
6704,19334690,130808549,"Palmerston-Little Italy",43.65828,-79.42466,"Private room",84,2,51,"2020-03-09",1.45,8,84,2,135,72,69,0.32427303354141
6705,19337572,128628736,"Church-Yonge Corridor",43.66528,-79.38026,"Entire home/apt",250,1,1,"2017-06-19",0.03,1,250,1,4,4,2,0.322062650088727
6706,19340664,9669365,"Palmerston-Little Italy",43.65581,-79.41152,"Private room",65,15,75,"2020-03-01",2.25,4,65,15,439,214,188,0.394653868925786
6707,19341396,108357542,"South Riverdale",43.6625,-79.3336,"Entire home/apt",180,2,6,"2017-08-13",0.17,1,180,2,18,22,17,0.539829253341151
6708,19342385,17373150,"Mimico (includes Humber Bay Shores)",43.6293,-79.47845,"Entire home/apt",180,2,6,"2019-08-09",0.19,1,180,2,31,19,20,0.295362261471646
6709,19345168,82204191,"Waterfront Communities-The Island",43.64483,-79.3886,"Entire home/apt",250,1,66,"2019-12-15",1.94,2,250,1,290,143,130,0.355237830736433
6710,19345920,134795580,"Willowdale West",43.77149,-79.42469,"Private room",53,1,4,"2017-09-14",0.12,6,53,1,12,6,0,0.259600357165913
6711,19346180,2575031,"Palmerston-Little Italy",43.66216,-79.41345,"Entire home/apt",145,2,29,"2019-08-29",0.83,2,145,2,93,49,49,0.344760490340494
6712,19346264,633345,"Dovercourt-Wallace Emerson-Junction",43.66554,-79.44653,"Entire home/apt",152,30,3,"2019-02-01",0.09,1,152,30,39,20,15,0.545180449197155
6713,19347084,45557504,"South Riverdale",43.66118,-79.33076,"Private room",69,2,24,"2019-11-01",0.69,2,69,2,169,89,72,0.420479275224637
6714,19347683,130331445,"Cabbagetown-South St.James Town",43.66583,-79.37792,"Private room",79,1,12,"2019-09-24",0.34,1,79,1,113,58,50,0.537405371954215
6715,19355683,135641501,"Bay Street Corridor",43.64614,-79.38183,"Entire home/apt",141,6,20,"2019-08-26",0.58,3,141,6,99,42,45,0.409021192345698
6716,19355715,53553714,"Dovercourt-Wallace Emerson-Junction",43.66252,-79.42993,"Entire home/apt",119,2,56,"2019-11-17",1.6,1,119,2,277,139,115,0.349994050048261
6717,19356315,135651320,"Kensington-Chinatown",43.6573,-79.40098,"Private room",119,2,9,"2017-12-29",0.26,1,119,2,49,27,21,0.551882094116688
6718,19357352,1815458,"Kensington-Chinatown",43.65419,-79.40581,"Entire home/apt",105,2,106,"2020-03-09",3.02,1,105,2,365,178,150,0.314178927425998
6719,19357728,79810464,"Waterfront Communities-The Island",43.64252,-79.38231,"Entire home/apt",250,2,107,"2020-03-08",3.09,1,250,2,734,389,311,0.378957915628548
6720,19359192,124341724,"Rockcliffe-Smythe",43.67505,-79.47894,"Entire home/apt",70,7,15,"2019-12-22",0.43,1,70,7,113,57,47,0.299046628445858
6721,19359293,25150804,"Taylor-Massey",43.69697,-79.29584,"Private room",37,5,18,"2019-02-01",0.52,3,37,5,56,34,35,0.357627145189544
6722,19359700,25150804,"Taylor-Massey",43.69595,-79.2956,"Private room",91,1,12,"2018-02-18",0.34,3,91,1,46,19,24,0.305597925941248
6723,19359743,812081,"Waterfront Communities-The Island",43.64518,-79.38985,"Entire home/apt",186,2,16,"2020-02-16",0.46,1,186,2,97,52,49,0.392962743429172
6724,19363090,12483591,"Palmerston-Little Italy",43.65857,-79.4204,"Entire home/apt",164,2,3,"2017-09-03",0.09,1,164,2,23,11,13,0.444720182560993
6725,19363179,135718015,"Waterfront Communities-The Island",43.64129,-79.38383,"Entire home/apt",481,28,16,"2020-03-06",0.5,41,350,28,80,36,33,0.441384130975699
6726,19363284,78647121,"Waterfront Communities-The Island",43.64602,-79.39407,"Entire home/apt",159,2,16,"2018-03-25",0.46,1,159,2,47,22,23,0.307595037727193
6727,19364255,135732254,"Willowdale East",43.75848,-79.40591,"Entire home/apt",103,5,37,"2019-12-19",1.06,1,103,5,176,90,97,0.291514248265985
6728,19364869,102875692,"Centennial Scarborough",43.7907,-79.14737,"Private room",51,2,16,"2017-11-22",0.46,1,51,2,90,47,33,0.480220667297732
6729,19365172,132653367,"Yorkdale-Glen Park",43.70701,-79.45772,"Private room",134,2,30,"2019-08-05",0.86,1,134,2,139,53,65,0.27254955946881
6731,19367332,63679149,"Waterfront Communities-The Island",43.64278,-79.38191,"Entire home/apt",98,2,55,"2020-04-29",1.6,2,98,2,253,126,102,0.412161134538735
6732,19367417,50769016,"Willowdale East",43.78139,-79.39581,"Private room",65,7,3,"2018-09-03",0.13,3,65,7,28,13,18,0.317175143315959
6733,19374127,2585076,"Cabbagetown-South St.James Town",43.66631,-79.37233,"Private room",65,1,6,"2017-08-11",0.17,2,65,1,30,19,13,0.476562624839845
6734,19378711,28011334,"Broadview North",43.68915,-79.35015,"Entire home/apt",55,2,4,"2018-01-04",0.13,1,55,2,20,10,5,0.367218756344466
6735,19381319,705238,"Trinity-Bellwoods",43.65456,-79.41789,"Private room",70,2,6,"2017-10-15",0.17,2,70,2,47,23,8,0.432052528237417
6737,19387680,1216663,"Trinity-Bellwoods",43.65278,-79.41483,"Entire home/apt",129,2,23,"2019-08-04",0.67,1,129,2,177,96,93,0.394753884421871
6738,19388399,36568706,"Niagara",43.63921,-79.41223,"Entire home/apt",188,3,64,"2020-03-09",1.86,2,188,3,391,199,161,0.457616749598346
6739,19389236,6312141,"Kennedy Park",43.72936,-79.26675,"Entire home/apt",55,1,29,"2020-01-25",0.83,1,55,1,78,44,32,0.341139579685628
6740,19389405,2585076,"Cabbagetown-South St.James Town",43.66645,-79.37405,"Private room",70,1,26,"2019-09-11",0.74,2,70,1,88,60,45,0.346468798414909
6741,19389428,27813357,"Niagara",43.64403,-79.40287,"Entire home/apt",250,3,2,"2018-05-21",0.08,1,250,3,9,6,5,0.571632934785549
6742,19401714,39619269,"Little Portugal",43.64746,-79.42431,"Entire home/apt",249,5,3,"2017-08-21",0.09,2,249,5,34,15,13,0.311575973850106
6743,19402080,136010301,"Waterfront Communities-The Island",43.64179,-79.38187,"Entire home/apt",195,26,3,"2020-04-30",0.8,1,195,26,12,6,8,0.392174579366329
6744,19403125,133586347,"Taylor-Massey",43.69213,-79.2891,"Entire home/apt",110,1,135,"2019-12-11",3.99,1,110,1,529,278,180,0.41117788333407
6745,19403136,71028073,"Parkwoods-Donalda",43.74788,-79.31461,"Private room",56,1,21,"2019-10-19",0.62,2,56,1,183,94,78,0.437749005082219
6746,19405863,6744421,"Birchcliffe-Cliffside",43.68617,-79.27194,"Entire home/apt",110,2,7,"2018-03-01",0.2,1,110,2,21,13,13,0.415079856058421
6747,19407688,23537615,"Annex",43.67108,-79.39367,"Entire home/apt",160,2,4,"2017-10-01",0.12,1,160,2,10,6,3,0.331193950729892
6748,19410233,136075750,"Leaside-Bennington",43.71085,-79.3732,"Entire home/apt",266,3,77,"2020-01-03",2.2,1,266,3,258,107,121,0.257054440350743
6751,19425985,88570966,"Dovercourt-Wallace Emerson-Junction",43.66443,-79.45529,"Private room",65,1,11,"2017-10-31",0.33,1,65,1,69,34,23,0.510195063950405
6752,19427139,70844280,"Little Portugal",43.65049,-79.43296,"Private room",100,3,130,"2020-04-01",3.75,1,100,3,677,348,274,0.382290422158723
6753,19427458,8218831,"University",43.66136,-79.40949,"Entire home/apt",125,7,51,"2019-09-29",1.47,1,125,7,246,137,114,0.441941772741576
6754,19427818,136198953,"Palmerston-Little Italy",43.65975,-79.42659,"Entire home/apt",276,4,13,"2018-08-22",0.37,2,276,4,109,48,36,0.42016593680115
