id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21063566,"Sweet 1 bedroom condo with parking, Downtown",151771343,Pete,,Church-Yonge Corridor,43.66556,-79.37905,Entire home/apt,98,90,30,2019-12-22,0.95,1,247
21065274,WHITE- Private Basement in North York-TO 2BR 3Bed,24564035,Thierry,,Bathurst Manor,43.76257,-79.45306,Entire home/apt,114,1,251,2020-03-07,8.18,1,0
21066528,Bohemian Apartment in Popular Beach Neighbourhood,151801645,Jane,,East End-Danforth,43.67949,-79.29889,Entire home/apt,75,7,0,,,1,0
21066913,In the heart of downtown Toronto,28303698,Erika,,Cabbagetown-South St.James Town,43.66362,-79.37683,Entire home/apt,100,2,79,2020-03-04,2.52,1,163
21068000,Tranquil Greek Town 3 Bedrooms w/ Private Parking,25107462,Amy,,Broadview North,43.68749,-79.35455,Entire home/apt,94,2,53,2019-09-01,1.69,2,7
21068233,Cozy large Bedroom-In front of Subway Station,87811319,Higo,,Don Valley Village,43.77716,-79.34771,Private room,42,3,5,2018-06-18,0.16,2,269
21068985,Cozy Studio Suite in Upper Bloor West/Junction,14033669,Cara,,Runnymede-Bloor West Village,43.66414,-79.48247,Entire home/apt,67,3,51,2020-03-31,1.67,1,126
21076610,Comfortable sanctuary in historic Cabbagetown,113703531,Sloan,,Cabbagetown-South St.James Town,43.66313,-79.36624,Entire home/apt,120,1,13,2019-09-01,0.43,1,0
21076945,Private Bedroom - King Bed 4,76856720,Sebas,,Willowdale West,43.77619,-79.42313,Private room,51,1,77,2020-03-12,2.42,5,323
21077181,Luxurious Apartment in Little Italy,67816186,Kristin & Joe,,Palmerston-Little Italy,43.65403,-79.426,Entire home/apt,123,1,8,2018-05-02,0.27,1,0
21077866,Rustic yet Modern Clean Space with great Vibe,85216712,Joey,,Church-Yonge Corridor,43.65348,-79.37587,Private room,60,3,15,2020-03-07,1.65,1,0
21077886,Comfortable apartment in Little Italy,8405501,Ruth,,Palmerston-Little Italy,43.65612,-79.42636,Entire home/apt,130,3,1,2017-10-11,0.03,1,0
21078805,Beautiful Apartment in Dundas West!,91047,David,,Little Portugal,43.65102,-79.43049,Entire home/apt,79,28,17,2020-04-25,0.55,2,180
21079007,"Clean Private Room Heart of Leslieville, Toronto*",134632991,Daniel,,South Riverdale,43.66526,-79.3329,Private room,45,1,0,,,1,0
21082103,Try it and you ll never regret,148459405,Youness,,Thorncliffe Park,43.70215,-79.34592,Entire home/apt,150,1,1,2018-08-25,0.05,1,26
21082206,1 Bedroom Etobicoke,75188390,MIchael,,Etobicoke West Mall,43.64139,-79.56308,Private room,98,2,1,2019-12-28,0.23,2,363
21082785,Lakeside Arty Bi-level apartment  with yard,16153594,Vince,,Long Branch,43.59508,-79.52247,Entire home/apt,65,3,22,2020-03-31,0.71,2,0
21088282,The Heart of All. 2BR+2Bath,10202618,Simply Comfort,,Waterfront Communities-The Island,43.63987,-79.39905,Entire home/apt,399,1,47,2019-11-16,1.49,118,0
21088464,Entire 1 bedroom Suite + Free Parking,48948193,Nadia,,Yorkdale-Glen Park,43.71613,-79.45267,Entire home/apt,100,5,36,2020-01-30,1.14,1,164
21089537,Victorian home in heart of Queen West & King West,1928521,Christopher,,Niagara,43.64529,-79.40789,Entire home/apt,125,2,95,2020-03-28,3.19,1,115
21094469,GTA Centre - 2 Bedroom Toronto,4526307,Kamran,,Bayview Woods-Steeles,43.79436,-79.38682,Entire home/apt,76,7,23,2020-02-01,0.80,1,249
21096320,"Walk 5min to Subway,Private bathroom&parking&2 bed",152101740,Joseph,,Lansing-Westgate,43.75845,-79.41588,Private room,70,1,62,2020-03-09,1.99,6,0
21096651,2 Bedroom Park/Lake-view,150035110,Winnie,,Waterfront Communities-The Island,43.63989,-79.39774,Entire home/apt,299,1,94,2020-02-25,3.04,1,0
21097412,Elegant Home in High-Demand Neighborhood 5BR,95205754,Judy & Tony,,Hillcrest Village,43.80512,-79.36397,Entire home/apt,350,3,36,2020-02-17,1.26,8,47
21097583,Whole BASEMENT with private washroom & showroom.,152108996,Michael,,Willowdale East,43.76779,-79.39558,Private room,60,3,94,2020-03-15,2.98,1,172
21097739,Luxury Downtown Toronto Suite,152116035,Kal,,Waterfront Communities-The Island,43.64099,-79.38276,Entire home/apt,170,1,223,2020-03-04,7.14,1,255
21105999,NEW COZY ROOM CLOSE TO DOWNTOWN,150583020,Vladimir,,Ionview,43.73635,-79.27632,Private room,51,28,15,2020-05-01,0.54,11,296
21107155,❤ Bright and Spacious Condo North York - Toronto❤,32909061,Mahmood,,Newtonbrook West,43.78095,-79.41746,Entire home/apt,289,1,147,2020-03-13,4.68,3,0
21107267,Homewood Queen Bed Room 306,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66565,-79.37434,Private room,150,2,22,2019-08-16,0.69,22,127
21107787,Creative Loft Space in Corktown,7272357,Sam,,Moss Park,43.65624,-79.35785,Entire home/apt,66,2,27,2018-10-12,0.85,2,0
21108818,Skytree studio with CN Tower view Downtown Toronto,84245192,Xiao Wei,,Waterfront Communities-The Island,43.64258,-79.38149,Entire home/apt,89,28,98,2018-10-29,3.11,2,85
21108908,Sunny Private Room in the Heart of Kensington,6958683,Alex,,Kensington-Chinatown,43.65293,-79.4035,Private room,56,3,12,2018-04-13,0.38,1,0
21110361,"""Home away from home "" (Female Only)FREE PARKING",152234030,Aida,,Glenfield-Jane Heights,43.74326,-79.52313,Private room,20,2,54,2019-11-22,1.70,3,364
21110491,Cosy apartment near Queen West,24327321,Alex,,Trinity-Bellwoods,43.64736,-79.40768,Entire home/apt,55,2,0,,,2,0
21111082,Spacious & Luxury Suite in Yonge/Finch Area,95205754,Judy & Tony,,Newtonbrook East,43.78715,-79.41071,Private room,90,7,1,2018-10-20,0.05,8,17
21111547,"Large Downtown Condo with parking, near CN Tower",152246835,James,,Waterfront Communities-The Island,43.64206,-79.39069,Entire home/apt,200,5,0,,,1,0
21112395,4 Bdrms 3.5 Bath Exceptional Rosedale House,30427080,Nadereh,,Rosedale-Moore Park,43.67703,-79.38129,Entire home/apt,495,90,0,,,1,358
21112475,Paleo Modern Room in the Biohackers House,640077,Cathia,,Willowdale East,43.76779,-79.39833,Private room,49,1,12,2018-02-16,0.38,3,5
21112694,2 Bedroom 2 Bathroom Furnished Unit in North York,1919294,Toronto Suite Rentals,,Willowdale East,43.77485,-79.41327,Entire home/apt,188,28,0,,,84,180
21113071,Riverdale sweet suite for two w. giant shower,29409602,Noelle,,North Riverdale,43.66903,-79.34919,Entire home/apt,75,4,16,2020-05-01,1.10,1,58
21113365,A physician's humble apartment :),5393254,Yuan,,Bay Street Corridor,43.65995,-79.3839,Entire home/apt,120,1000,2,2017-10-30,0.06,1,180
21114260,Bright 2 Bedroom Townhouse Condo near subway,29350073,Michelle,,Yorkdale-Glen Park,43.71478,-79.4523,Entire home/apt,116,3,2,2018-08-06,0.08,1,0
21118917,Artist Brick Loft in the Heart of Queen West,22868073,Chris,,Trinity-Bellwoods,43.64476,-79.41897,Entire home/apt,399,2,73,2019-02-16,2.35,14,121
21121199,"Modern, luxurious family home in Leslieville",215454,Meg And Craig,,South Riverdale,43.66362,-79.33879,Entire home/apt,240,4,3,2018-08-12,0.11,1,0
21124387,comfy and minimal space,11785644,Nicholas,,Cabbagetown-South St.James Town,43.66426,-79.37526,Entire home/apt,100,3,5,2019-09-28,0.20,1,90
21125531,"Sunny 1-bedroom, steps from subway",136198953,Patti And Rich,,Palmerston-Little Italy,43.6592,-79.42621,Entire home/apt,85,2,0,,,2,0
21126129,Cozy Junction Hideaway,53761289,Deborah,,Dovercourt-Wallace Emerson-Junction,43.66466,-79.45577,Entire home/apt,86,3,13,2018-02-11,0.41,1,90
21126450,AFFORDABLE AND COZY ROOM CLOSE TO DOWNTOWN,150583020,Vladimir,,Ionview,43.73739,-79.27591,Private room,51,28,11,2020-01-31,0.35,11,329
21127818,Sunshine Room,152404561,Sheila,,Edenbridge-Humber Valley,43.68007,-79.52455,Private room,49,1,0,,,2,0
21130811,Cozy and Inviting Leslieville Haven,95767950,John And Pauline,,South Riverdale,43.66086,-79.33642,Entire home/apt,70,1,216,2020-03-22,6.81,1,156
21134507,Entire basement unit huge bedrm+ parking+ kitchen,53741847,Hossein,,Islington-City Centre West,43.63927,-79.55407,Entire home/apt,45,2,28,2019-12-30,0.88,1,0
21136768,Charming Leslieville Apartment,35595080,Cheryl,,South Riverdale,43.66065,-79.33926,Entire home/apt,125,1,5,2018-07-01,0.16,1,0
21136945,Heart of North York 3BR Condo with Parking/Subway,92540259,Xueqing,,Newtonbrook West,43.78017,-79.41825,Entire home/apt,159,28,167,2020-03-18,5.28,2,117
21136985,Modern Furnished Apartment at Yonge & Sheppard,48533163,Saima,,Willowdale East,43.76045,-79.40857,Entire home/apt,139,12,23,2020-03-06,0.74,27,364
21138147,Underground paradise - Studio Space - SLEEPS 4,49469892,Jeff,,Weston-Pellam Park,43.66862,-79.45194,Entire home/apt,72,3,42,2020-04-08,1.37,1,179
21138431,PING PONG HOUSE : @stayToronto,11463589,Ryan,,Trinity-Bellwoods,43.64849,-79.41255,Private room,70,1,0,,,7,341
21139661,Entire Modern Condo with a Spectacular View,152509733,Lesya,,Waterfront Communities-The Island,43.64243,-79.38118,Entire home/apt,209,1,67,2020-03-08,2.15,1,89
21140121,Beautiful apartment in the heart of Toronto.,1476793,Conal,,Kensington-Chinatown,43.65182,-79.39748,Entire home/apt,135,5,17,2020-03-14,0.54,1,0
21140905,Quite and peaceful,152486663,Beverley,,South Riverdale,43.66615,-79.33242,Private room,30,3,19,2019-07-26,0.60,1,101
21142576,Beautiful comfy suite in the Upper Beaches!,15560773,Santbir Singh,,Birchcliffe-Cliffside,43.68658,-79.28463,Entire home/apt,55,2,18,2018-02-02,0.57,1,0
21145646,Yorkville's Finest + PKG (Yonge & Bloor),118471114,Joseph,,Annex,43.67237,-79.38847,Entire home/apt,249,2,106,2020-03-23,3.39,1,361
21147043,Boutique Loft Condo in the Center of King West,152577348,Philip,,Waterfront Communities-The Island,43.644,-79.40122,Entire home/apt,174,3,93,2020-04-12,3.03,1,176
21148615,*******beautiful cozy home,57526136,Melody,,Cabbagetown-South St.James Town,43.66436,-79.36267,Entire home/apt,200,1,196,2020-03-23,6.29,3,351
21149019,Downtown Studio Apartment with Amazing Views,37318143,Bryan,,Church-Yonge Corridor,43.65504,-79.37856,Entire home/apt,125,2,106,2020-04-23,3.37,1,126
21149182,Spacious 1 Bedroom By The Park,20490402,Brittani,,Niagara,43.64575,-79.4106,Entire home/apt,149,1,107,2020-03-01,3.43,3,0
21149660,Townhouse - Great for Families with Kids,152603090,Lior,,Bathurst Manor,43.75986,-79.43949,Entire home/apt,100,2,2,2017-12-26,0.07,1,0
21150160,RATE DROP! - Clean and Pristine  - Enchantment in Yorkville  (Yonge & Bloor),1198630,Ela,,Annex,43.66953,-79.39365,Hotel room,129,5,73,2020-02-04,2.31,17,0
21150290,cozy room in downtown area,111279892,Lin,,Waterfront Communities-The Island,43.64329,-79.39335,Private room,61,1,0,,,1,0
21151346,Spacious Room in Cute Queen West Home w/ Patio,87293715,Amie,,Waterfront Communities-The Island,43.64772,-79.4007,Private room,55,1,0,,,1,0
21151875,Casa Loma- 1 BEDRM Loft-Downtown Toronto,152610913,Ann,,Annex,43.67452,-79.40851,Entire home/apt,399,1,68,2019-01-02,2.16,1,0
21153420,78-Lower【luxury private basement in-law unit】,152638030,Ted,,Tam O'Shanter-Sullivan,43.77025,-79.31042,Entire home/apt,79,1,33,2018-09-03,1.06,6,0
21154228,MidtownSubway EllesmereKenn (Website hidden by Airbnb),128444795,Yan,,Dorset Park,43.7618,-79.28472,Private room,51,1,26,2020-02-29,0.82,2,365
21155758,TOTALLY PRIVATE ONEBEDROOM TORONTO APARTMENT,147671398,Andrey,,Long Branch,43.59776,-79.5313,Entire home/apt,75,1,83,2020-04-12,2.68,14,358
21158666,"Central, Modern decor",11867271,Dena,,Banbury-Don Mills,43.73922,-79.33821,Private room,106,1,1,2019-08-05,0.11,3,0
21158692,"MODERN BEAUTY, CENTRAL LOCATION",11867271,Dena,,Banbury-Don Mills,43.73935,-79.33683,Private room,105,1,0,,,3,41
21160812,Fully-Steralized Luxury Apartment,23579569,Iris,,Waterfront Communities-The Island,43.64745,-79.39219,Entire home/apt,200,2,151,2020-05-06,4.83,1,94
21161179,Two bedroom condo in downtown Toronto,58230211,Simone,,Church-Yonge Corridor,43.66515,-79.38222,Entire home/apt,100,2,3,2018-10-08,0.10,1,0
21161764,Renovated Studio in the Treetops of a Quiet Neighborhood,106261347,Judith,,North Riverdale,43.66997,-79.351,Entire home/apt,141,2,157,2020-03-25,5.07,3,300
21163786,2 bdrm house & pkg! Near TO hwys & attractions!,134181082,Dana,,Weston-Pellam Park,43.6715,-79.45355,Entire home/apt,94,1,9,2019-07-01,0.29,2,0
21164900,JJ Homestay 多伦多北约克恩典民宿 Queen Room,125219844,Ming J.,,Bayview Woods-Steeles,43.80666,-79.37413,Private room,65,2,0,,,4,0
21170536,Fantastic apt,23310500,Frank,,North Riverdale,43.67815,-79.34819,Entire home/apt,84,1,124,2020-02-23,4.04,10,89
21173933,Cozy and Spacious Apartment in Toronto,152862842,Hafizur,,Clairlea-Birchmount,43.70246,-79.27422,Private room,65,1,33,2020-02-29,1.09,1,180
21174440,Lovely Victorian House in Midtown Toronto,10416017,Kam,,Mount Pleasant West,43.70408,-79.39192,Entire home/apt,219,7,72,2020-03-16,2.30,1,315
21174683,Sleek Modern Yorkville Suite,124881429,Marsh,,Rosedale-Moore Park,43.671,-79.38693,Entire home/apt,160,4,11,2020-01-26,0.36,1,172
21174736,Luxury Whole Apartment Near Finch Subway,152875086,Thomas,,Willowdale East,43.77801,-79.40849,Entire home/apt,79,5,25,2020-01-25,0.80,1,0
21175113,Sofabed in the heart of the entertainment district,152878083,Dan,,Waterfront Communities-The Island,43.64447,-79.3906,Shared room,70,1,0,,,1,0
21175478,LUXURIOUS CONDO LAKEVIEW Beside ACC - FREE PARKING,2225443,Ken,,Waterfront Communities-The Island,43.64098,-79.37874,Entire home/apt,141,2,75,2019-06-20,2.40,1,219
21175723,Davisville Home,152645212,Carmine,,Mount Pleasant East,43.70317,-79.37629,Private room,129,1,62,2020-01-01,2.00,1,87
21176173,Fully Furnished private one bedroom Apartment,152889628,Maria,,Dovercourt-Wallace Emerson-Junction,43.66028,-79.43394,Entire home/apt,60,180,36,2020-04-05,1.14,2,365
21176224,Mammoth Hall Budget Stay (Room 05),25278998,KTC Property Management Ltd.,,Malvern,43.80129,-79.22728,Private room,15,28,13,2020-02-02,0.42,23,0
21176784,Family Suite in Yonge/Finch Area,95205754,Judy & Tony,,Newtonbrook East,43.78762,-79.40901,Private room,118,7,9,2019-12-26,0.29,8,23
21183997,Luxury Condo Downtown Toronto,152968236,Lucky,,Waterfront Communities-The Island,43.64548,-79.37474,Entire home/apt,115,1,61,2019-02-24,1.98,2,0
21185444,300 Front St. Lofts @20 John St.,152978975,Ryan,,Waterfront Communities-The Island,43.64376,-79.38876,Entire home/apt,99,1,0,,,1,0
21185839,Bright bachelor,23310500,Frank,,North Riverdale,43.67802,-79.34825,Entire home/apt,60,1,256,2020-03-15,8.13,10,177
21186916,Executive 2 Bedroom King West Suite With Parking,56100313,Sev,,Niagara,43.64238,-79.40833,Entire home/apt,200,4,86,2020-04-08,2.77,1,364
21190559,"5 minute walk to Subway,Private bathroom & Parking",152101740,Joseph,,Lansing-Westgate,43.75853,-79.41585,Private room,45,1,29,2020-03-09,0.92,6,0
21190778,Amazing CN Tower-Sunset View in heart of Toronto.,51447132,Ricky,,Waterfront Communities-The Island,43.641,-79.38307,Entire home/apt,144,1,0,,,2,0
21191277,Newly renovated house in heart of North York,153041575,Michelle,,Lansing-Westgate,43.76487,-79.42918,Entire home/apt,120,3,0,,,1,0
21191646,"Conveniently located, close to Scarborough Bluff",53348717,Beatriz,,Cliffcrest,43.72963,-79.23471,Private room,49,1,0,,,1,0
21192210,Evansville Room,126357841,Doris,,Agincourt North,43.81152,-79.28889,Private room,20,1,58,2020-02-15,1.85,3,40
21197229,1 Bedroom condo,86127784,Shane,,Niagara,43.63741,-79.40322,Entire home/apt,149,1,0,,,1,0
21197827,☆☆ New Listing Discount 15% Off ☆☆ Downtown ☆☆,8554197,Amber,,Kensington-Chinatown,43.65159,-79.39913,Entire home/apt,100,1,161,2020-03-14,5.13,1,16
21200055,Dundas West Art Studio!,140351716,Ricardo,,Little Portugal,43.64808,-79.4244,Private room,61,3,3,2018-07-08,0.11,1,0
21201337,Cosy room in cool downtown west 'hood,5070503,Paul,,Little Portugal,43.6489,-79.43855,Private room,45,3,10,2019-11-14,0.34,1,0
21201892,Yorkville Plaza Condo,153143992,J,,Annex,43.67146,-79.3939,Entire home/apt,149,1,2,2017-10-15,0.06,1,0
21205308,Cozy Downtown Bachelor across from Eaton Centre!,41765120,Gs House,,Bay Street Corridor,43.65678,-79.3835,Entire home/apt,129,2,165,2020-03-17,5.29,3,158
21205564,Fresh and cozy room close to downtown. Brand new!,150583020,Vladimir,,Ionview,43.73633,-79.27756,Private room,55,28,24,2020-04-10,0.76,11,342
21206199,Beautiful home,126525683,Cathy,,Willowdale East,43.77338,-79.40183,Entire home/apt,599,5,10,2018-07-27,0.32,1,0
21206458,Lovely Spacious 2 Bedroom   Apartment entire place,153190550,Rokeya,,Clairlea-Birchmount,43.7092,-79.26346,Entire home/apt,55,1,194,2020-04-24,6.35,1,279
21212492,Homewood Queen Bed Room 303,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66504,-79.37553,Private room,150,2,20,2019-09-01,0.63,22,127
21214752,Homewood Queen Bed Room 401,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66492,-79.37551,Private room,150,2,21,2019-09-01,0.67,22,219
21214978,Homewood Queen Bed Room 403,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66446,-79.37446,Private room,150,2,17,2019-08-11,0.54,22,219
21215838,Bright and modern apartment in High Park,153282277,Ana,,High Park North,43.65435,-79.47387,Entire home/apt,96,2,94,2020-02-24,2.99,1,124
21218647,Easy stay for First responders close to Hospitals,40129122,Shy,,Cabbagetown-South St.James Town,43.66362,-79.37628,Entire home/apt,259,15,45,2019-09-15,1.46,4,85
21218853,"Spacious, private house in the beaches",153314204,Jonah,,Birchcliffe-Cliffside,43.685,-79.28542,Entire home/apt,326,2,21,2018-05-02,0.69,1,0
21219002,Room in Midtown Toronto,64282326,Mohamed,,Mount Pleasant West,43.69929,-79.39379,Private room,28,1,0,,,1,0
21219512,Cozy studio unit in Victorian house,115092177,Sumeet,,Corso Italia-Davenport,43.68007,-79.4557,Entire home/apt,46,1,110,2020-02-16,3.52,2,34
21219703,Nice bedroom in a great house.,24800708,Sam,,Roncesvalles,43.64358,-79.43511,Private room,45,6,21,2018-12-23,0.70,3,0
21220127,Room Cozy warm brown - Midtown,113147806,Tai,,Oakwood Village,43.69699,-79.44249,Private room,45,1,98,2020-04-26,3.11,8,0
21225498,Homewood Queen Bed Room 404,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66482,-79.3755,Private room,150,2,10,2019-09-01,0.32,22,219
21225775,Roxborough Pad,11665743,Sam,,Annex,43.67709,-79.39691,Entire home/apt,500,4,0,,,1,0
21225782,Homewood Queen Bed Room 405,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66431,-79.37592,Private room,150,2,7,2019-08-29,0.27,22,219
21225864,"Loft Like House in Riverdale, Quiet with Parking",153378821,Scott,,North Riverdale,43.67156,-79.34614,Entire home/apt,125,3,52,2020-03-28,1.65,1,90
21225958,Homewood Queen Bed Room 406,31302432,Stephanie,,Cabbagetown-South St.James Town,43.66641,-79.3755,Private room,150,2,8,2019-08-27,0.26,22,219
21226569,Sub-Penthouse On Trendy King West,120599302,Jason,,Waterfront Communities-The Island,43.64365,-79.40121,Entire home/apt,175,2,2,2020-01-02,0.06,1,0
21227214,"Clean, cozy and well located condo",64094420,Tay,,Regent Park,43.65898,-79.36288,Entire home/apt,116,1,3,2017-10-21,0.10,1,0
21228811,Furnished 1 BR Suite in Sheppard Ave East,102901292,Pelican Suites North York,,Willowdale East,43.7612,-79.40895,Entire home/apt,164,3,1,2018-08-12,0.05,18,348
21228855,"Nice, Clean & Private Room with Bathroom - Ensuite",79387738,Jack,,Willowridge-Martingrove-Richview,43.68257,-79.55289,Private room,44,1,12,2018-01-26,0.38,1,0
21229602,Stylish Mid-town (St. Clair West) Apartment,153414446,Matthew And Jen,,Oakwood Village,43.68771,-79.43368,Entire home/apt,49,2,39,2020-03-15,1.25,1,235
21229690,Cozy 1 Bedroom and Den (2 Beds + 2 Bath),73077184,Tyler,,Bay Street Corridor,43.656,-79.38423,Entire home/apt,106,1,0,,,1,0
21230994,Executive Downtown Townhouse,153428501,Mosen,,Waterfront Communities-The Island,43.64019,-79.39757,Entire home/apt,800,2,21,2019-09-02,0.67,1,163
21233087,"LUXURIOUS DOWNTOWN CONDO Toronto, FREE PARKING",153451557,Dariush,,Waterfront Communities-The Island,43.64324,-79.38872,Entire home/apt,260,7,102,2020-02-29,3.28,3,89
21233515,Modern Suite With Amazing Views Of The Lake,152697162,Jessica,,Waterfront Communities-The Island,43.64188,-79.39325,Entire home/apt,103,3,260,2020-04-16,8.27,5,139
21234803,"Sunlit Master Bedroom, near UP Express/ GO Station",119983675,Daniel,,Weston,43.70005,-79.51795,Private room,46,30,25,2020-03-01,0.81,5,88
21238326,3 Bedroom PENTHOUSE Downtown Toronto + Parking,149407924,Kawa,,Waterfront Communities-The Island,43.64252,-79.38154,Entire home/apt,299,30,123,2020-04-23,4.02,1,145
21242866,2 bedroom apartment in Parkdale,47280787,Matthew,,South Parkdale,43.63875,-79.43616,Private room,35,1,7,2019-09-02,0.24,1,0
21244355,Magnificent New Condo - Prime Downtown,17653486,Kenny,,Waterfront Communities-The Island,43.64245,-79.38293,Entire home/apt,144,2,10,2019-09-08,0.35,1,0
21244829,"IBM Corner, private rooms, Queen Bed",153569087,Gary,,Steeles,43.81678,-79.33326,Private room,45,1,3,2018-01-29,0.10,3,0
21245451,"Double BR w Queen Bed, near UP Express/ GO Station",119983675,Daniel,,Weston,43.69964,-79.52037,Private room,44,30,28,2019-10-05,0.90,5,0
21249319,Scandinavian Design Condo with Cityscape Views,47620519,Emily,,Niagara,43.63829,-79.41617,Entire home/apt,188,3,138,2020-04-20,4.59,1,313
21249409,clean nice place with luxury amenitys,153622110,Jordan,,Bedford Park-Nortown,43.71657,-79.42891,Shared room,35,1,0,,,1,0
21252861,Private master suite in the heart of Toronto,31540631,Katie,,Bay Street Corridor,43.66165,-79.38606,Private room,61,2,0,,,1,0
21254621,"New basement, 3 bedrooms + 3 on suite bathrooms",153679445,Manuel,,Rexdale-Kipling,43.73125,-79.57227,Entire home/apt,219,1,5,2020-03-01,0.23,4,93
21254736,EXECUTIVE VACATION HOME (THREE BEDROOM APARTMENT),153680552,Sunday,,Mount Dennis,43.68879,-79.49866,Entire home/apt,159,1,18,2020-03-18,0.71,1,362
21254777,Gorgeous Renovated Townhouse Overlooking Ravine,16306520,Nadia,,Hillcrest Village,43.802,-79.35365,Entire home/apt,100,4,30,2020-03-16,1.00,1,64
21254877,"Upscale Suite CN Tower, Convention & Rogers Centre",153681890,Theodore,,Waterfront Communities-The Island,43.64452,-79.38918,Entire home/apt,219,2,46,2020-03-28,1.48,1,119
21255355,Newly Renovated duplex,153687861,Hassan,,Banbury-Don Mills,43.72919,-79.33929,Private room,30,1,55,2020-02-05,1.75,1,36
21255801,Tardis,45149478,Mikael,,Scarborough Village,43.73261,-79.21202,Private room,72,1,6,2019-07-15,0.26,2,0
21259494,"Comfy Apartment, Public lot nearby",40403891,Oliver,,South Riverdale,43.66557,-79.3513,Entire home/apt,110,1,117,2020-03-04,3.75,6,0
21261765,"NO Clean fee! Cozy bdrm, Free Wifi, Prkng, Brkfst!",134097220,Charlie,,Alderwood,43.60756,-79.53616,Private room,39,1,184,2020-03-24,6.15,3,310
21263950,LUXURIOUS ANNEX/YORKVILLE 1300 SQ FT & PARKING,153788315,Gloria,,Annex,43.67242,-79.40212,Entire home/apt,209,7,54,2020-02-17,1.74,1,243
21264975,Private Room with own Bath & Parking in Downtown,40877091,Burkhard,,Annex,43.66564,-79.41552,Private room,58,1,283,2020-05-07,9.05,1,90
21271951,Retreat In the City,153872649,Karen,,South Riverdale,43.66252,-79.33913,Entire home/apt,110,3,34,2020-03-01,1.12,1,14
21275662,"Spacious, Modern condo. Best area in the city!",65632654,Kevin,,Waterfront Communities-The Island,43.64528,-79.3975,Entire home/apt,149,1,2,2017-10-22,0.06,1,0
21275774,NEW LISTING - Luxurious Home in Trendy Queen West,153907876,Bryce,,Niagara,43.64591,-79.40948,Entire home/apt,375,2,106,2020-03-04,3.41,1,333
21276051,"Beautifully renovated home, steps from Queen West!",144256095,Carla,,Roncesvalles,43.6432,-79.43328,Entire home/apt,178,7,3,2018-08-14,0.13,1,0
21276371,"Minutes from downtown, beautiful 2BRw Chef Kitchen",10332724,Carla,,Roncesvalles,43.6414,-79.43383,Entire home/apt,350,7,0,,,1,0
21276992,☆☆☆☆☆ Spectacular Bungalow in Paradise,11206244,Superhost,,Pelmo Park-Humberlea,43.70604,-79.5259,Private room,75,4,0,,,22,0
21277046,Sunny 2Bdr paradise in Little Italy,6377377,Vivian,,Palmerston-Little Italy,43.65629,-79.41313,Entire home/apt,145,2,0,,,1,0
21277255,Clean and quiet room in North York,52132032,Royston,,Glenfield-Jane Heights,43.73928,-79.49916,Private room,39,2,0,,,2,0
21277545,Bright and funky apartment in Bloordale,114265849,Mike,,Dovercourt-Wallace Emerson-Junction,43.66772,-79.43568,Private room,65,2,0,,,1,0
21277969,A city home close to nature,38051391,Jyotish,,Old East York,43.69533,-79.34373,Private room,49,3,0,,,1,0
21279278,Cozy Two-Storey Apartment,9246204,Tim,,Yonge-Eglinton,43.70555,-79.40727,Entire home/apt,169,2,0,,,1,0
21281100,Entire house fully equipped ready for you!,153963748,Virginia,,North Riverdale,43.67526,-79.34603,Entire home/apt,135,73,0,,,1,89
21281507,Cozy Spacious Apartment In Heart of Downtown,20408425,Nick,,Kensington-Chinatown,43.65608,-79.40456,Entire home/apt,145,3,6,2019-08-07,0.19,8,48
21281867,"Bright Basement Unit, Separate Entry, 5 Min to TTC",146490495,Amy,,Tam O'Shanter-Sullivan,43.78274,-79.30539,Entire home/apt,79,5,41,2020-04-30,1.41,4,66
21281925,3 BR Luxurious King West Downtown Toronto Condo,78317754,Lauren,,Waterfront Communities-The Island,43.64084,-79.40096,Entire home/apt,299,4,0,,,1,0
21281926,Walk to Theatres Near a Chic Executive Apartment Downtown,22531818,Felix,,Waterfront Communities-The Island,43.64622,-79.39863,Entire home/apt,200,2,166,2020-04-28,5.60,2,156
21282103,Modern Light-filled Loft in Little Italy,126359286,Florence,,Palmerston-Little Italy,43.65726,-79.42203,Entire home/apt,175,5,0,,,1,0
21289900,Your Launchpad for Toronto adventures,31485192,Sean,,Niagara,43.64014,-79.41427,Private room,118,2,2,2017-10-22,0.06,1,0
21290119,A Bedroom in an Elegant Condo for Ladies Only,143181264,Namitha,,Etobicoke West Mall,43.63945,-79.5616,Private room,80,1,31,2019-09-12,1.01,1,0
21293203,Downtown Bright Spacious Bedroom,106532967,Grace,,South Riverdale,43.66493,-79.35268,Private room,51,3,35,2019-12-30,1.12,13,362
21293254,Yonge-Sheppard; 2 Bedroom+2 Bath Luxury Apartment,1718194,Shaz And Kanwal,,Willowdale East,43.76086,-79.40821,Entire home/apt,159,7,6,2020-03-06,0.52,35,78
